"","first_MVP_top8","first_MVP_bottom8","first_maxSR_top8","first_maxSR_bottom8","first_EW_top8","first_EW_bottom8","first_InvInef_top8","first_InvInef_bottom8"
"Total Return",1.10026305928507,1.63669883950525,-0.444916487689347,1.1787814673387,0.634667902052648,0.37427967113511,0.398651695945213,0.253924970027903
