"Strategy_name","Test_period","value","variable","KPI"
"second_MVP_bottom8","2021",0.0745,"daily  Std Dev","Distributions"
"second_MVP_bottom8","2021",0.0941,"Skewness","Distributions"
"second_MVP_bottom8","2021",10.8385,"Kurtosis","Distributions"
"second_MVP_bottom8","2021",7.8385,"Excess kurtosis","Distributions"
"second_MVP_bottom8","2021",0.0949,"Sample skewness","Distributions"
"second_MVP_bottom8","2021",7.9636,"Sample excess kurtosis","Distributions"
"second_MVP_bottom8","2021",0.0523,"Semi Deviation","DownsideRisk"
"second_MVP_bottom8","2021",0.055,"Gain Deviation","DownsideRisk"
"second_MVP_bottom8","2021",0.0546,"Loss Deviation","DownsideRisk"
"second_MVP_bottom8","2021",0.0495,"Downside Deviation (MAR=0%)","DownsideRisk"
"second_MVP_bottom8","2021",0.0495,"Downside Deviation (Rf=0%)","DownsideRisk"
"second_MVP_bottom8","2021",0.0495,"Downside Deviation (0%)","DownsideRisk"
"second_MVP_bottom8","2021",0.7671,"Maximum Drawdown","DownsideRisk"
"second_MVP_bottom8","2021",-0.0891,"Historical VaR (95%)","DownsideRisk"
"second_MVP_bottom8","2021",-0.1623,"Historical ES (95%)","DownsideRisk"
"second_MVP_bottom8","2021",-0.1026,"Modified VaR (95%)","DownsideRisk"
"second_MVP_bottom8","2021",-0.1402,"Modified ES (95%)","DownsideRisk"
"second_MVP_bottom8","2021",0.0495,"daily downside risk","DownsideRiskRatio"
"second_MVP_bottom8","2021",0.7857,"Annualised downside risk","DownsideRiskRatio"
"second_MVP_bottom8","2021",0.0224,"Downside potential","DownsideRiskRatio"
"second_MVP_bottom8","2021",1.2669,"Omega","DownsideRiskRatio"
"second_MVP_bottom8","2021",0.1208,"Sortino ratio","DownsideRiskRatio"
"second_MVP_bottom8","2021",0.0284,"Upside potential","DownsideRiskRatio"
"second_MVP_bottom8","2021",0.6981,"Upside potential ratio","DownsideRiskRatio"
"second_MVP_bottom8","2021",0.2669,"Omega-sharpe ratio","DownsideRiskRatio"
"second_maxSR_top8","2021",0.479684130505098,"Total Return","TotalReturn"
"second_maxSR_top8","2021",0.3106,"Annualized Return","AnnualizedReturns"
"second_maxSR_top8","2021",0.9233,"Annualized Std Dev","AnnualizedReturns"
"second_maxSR_top8","2021",0.3162,"Annualized Sharpe (Rf=1.43%)","AnnualizedReturns"
"second_maxSR_top8","2021",0.0582,"daily  Std Dev","Distributions"
"second_maxSR_top8","2021",-0.5967,"Skewness","Distributions"
"second_maxSR_top8","2021",7.6428,"Kurtosis","Distributions"
"second_maxSR_top8","2021",4.6428,"Excess kurtosis","Distributions"
"second_maxSR_top8","2021",-0.6016,"Sample skewness","Distributions"
"second_maxSR_top8","2021",4.7237,"Sample excess kurtosis","Distributions"
"second_maxSR_top8","2021",0.0425,"Semi Deviation","DownsideRisk"
"second_maxSR_top8","2021",0.0382,"Gain Deviation","DownsideRisk"
"second_maxSR_top8","2021",0.0442,"Loss Deviation","DownsideRisk"
"second_maxSR_top8","2021",0.0412,"Downside Deviation (MAR=0%)","DownsideRisk"
"second_maxSR_top8","2021",0.0412,"Downside Deviation (Rf=0%)","DownsideRisk"
"second_maxSR_top8","2021",0.0412,"Downside Deviation (0%)","DownsideRisk"
"second_maxSR_top8","2021",0.6653,"Maximum Drawdown","DownsideRisk"
"second_maxSR_top8","2021",-0.0839,"Historical VaR (95%)","DownsideRisk"
"second_maxSR_top8","2021",-0.1321,"Historical ES (95%)","DownsideRisk"
"second_maxSR_top8","2021",-0.0967,"Modified VaR (95%)","DownsideRisk"
"second_maxSR_top8","2021",-0.1814,"Modified ES (95%)","DownsideRisk"
"second_maxSR_top8","2021",0.0412,"daily downside risk","DownsideRiskRatio"
"second_maxSR_top8","2021",0.6538,"Annualised downside risk","DownsideRiskRatio"
"second_maxSR_top8","2021",0.0192,"Downside potential","DownsideRiskRatio"
"second_maxSR_top8","2021",1.1466,"Omega","DownsideRiskRatio"
"second_maxSR_top8","2021",0.0685,"Sortino ratio","DownsideRiskRatio"
"second_maxSR_top8","2021",0.0221,"Upside potential","DownsideRiskRatio"
"second_maxSR_top8","2021",0.6731,"Upside potential ratio","DownsideRiskRatio"
"second_maxSR_top8","2021",0.1466,"Omega-sharpe ratio","DownsideRiskRatio"
"second_maxSR_bottom8","2021",-0.0764745868468276,"Total Return","TotalReturn"
"second_maxSR_bottom8","2021",-0.0534,"Annualized Return","AnnualizedReturns"
"second_maxSR_bottom8","2021",0.8136,"Annualized Std Dev","AnnualizedReturns"
"second_maxSR_bottom8","2021",-0.0823,"Annualized Sharpe (Rf=1.43%)","AnnualizedReturns"
"second_maxSR_bottom8","2021",0.0513,"daily  Std Dev","Distributions"
"second_maxSR_bottom8","2021",-0.9965,"Skewness","Distributions"
"second_maxSR_bottom8","2021",8.1458,"Kurtosis","Distributions"
"second_maxSR_bottom8","2021",5.1458,"Excess kurtosis","Distributions"
"second_maxSR_bottom8","2021",-1.0047,"Sample skewness","Distributions"
"second_maxSR_bottom8","2021",5.2336,"Sample excess kurtosis","Distributions"
"second_maxSR_bottom8","2021",0.0391,"Semi Deviation","DownsideRisk"
"second_maxSR_bottom8","2021",0.0291,"Gain Deviation","DownsideRisk"
"second_maxSR_bottom8","2021",0.0414,"Loss Deviation","DownsideRisk"
"second_maxSR_bottom8","2021",0.0386,"Downside Deviation (MAR=0%)","DownsideRisk"
"second_maxSR_bottom8","2021",0.0386,"Downside Deviation (Rf=0%)","DownsideRisk"
"second_maxSR_bottom8","2021",0.0386,"Downside Deviation (0%)","DownsideRisk"
"second_maxSR_bottom8","2021",0.7044,"Maximum Drawdown","DownsideRisk"
"second_maxSR_bottom8","2021",-0.079,"Historical VaR (95%)","DownsideRisk"
"second_maxSR_bottom8","2021",-0.1241,"Historical ES (95%)","DownsideRisk"
"second_maxSR_bottom8","2021",-0.0913,"Modified VaR (95%)","DownsideRisk"
"second_maxSR_bottom8","2021",-0.1788,"Modified ES (95%)","DownsideRisk"
"second_maxSR_bottom8","2021",0.0386,"daily downside risk","DownsideRiskRatio"
"second_maxSR_bottom8","2021",0.6123,"Annualised downside risk","DownsideRiskRatio"
"second_maxSR_bottom8","2021",0.018,"Downside potential","DownsideRiskRatio"
"second_maxSR_bottom8","2021",1.0639,"Omega","DownsideRiskRatio"
"second_maxSR_bottom8","2021",0.0298,"Sortino ratio","DownsideRiskRatio"
"second_maxSR_bottom8","2021",0.0192,"Upside potential","DownsideRiskRatio"
"second_maxSR_bottom8","2021",0.6097,"Upside potential ratio","DownsideRiskRatio"
"second_maxSR_bottom8","2021",0.0639,"Omega-sharpe ratio","DownsideRiskRatio"
"second_EW_top8","2021",0.968987879645044,"Total Return","TotalReturn"
"second_EW_top8","2021",0.5964,"Annualized Return","AnnualizedReturns"
"second_EW_top8","2021",0.9893,"Annualized Std Dev","AnnualizedReturns"
"second_EW_top8","2021",0.5799,"Annualized Sharpe (Rf=1.43%)","AnnualizedReturns"
"second_EW_top8","2021",0.0623,"daily  Std Dev","Distributions"
"second_EW_top8","2021",-0.7197,"Skewness","Distributions"
"second_EW_top8","2021",8.7275,"Kurtosis","Distributions"
"second_EW_top8","2021",5.7275,"Excess kurtosis","Distributions"
"second_EW_top8","2021",-0.7257,"Sample skewness","Distributions"
"second_EW_top8","2021",5.8233,"Sample excess kurtosis","Distributions"
"second_EW_top8","2021",0.0465,"Semi Deviation","DownsideRisk"
"second_EW_top8","2021",0.0396,"Gain Deviation","DownsideRisk"
"second_EW_top8","2021",0.0501,"Loss Deviation","DownsideRisk"
"second_EW_top8","2021",0.0447,"Downside Deviation (MAR=0%)","DownsideRisk"
"second_EW_top8","2021",0.0447,"Downside Deviation (Rf=0%)","DownsideRisk"
"second_EW_top8","2021",0.0447,"Downside Deviation (0%)","DownsideRisk"
"second_EW_top8","2021",0.7521,"Maximum Drawdown","DownsideRisk"
"second_EW_top8","2021",-0.0912,"Historical VaR (95%)","DownsideRisk"
"second_EW_top8","2021",-0.1462,"Historical ES (95%)","DownsideRisk"
"second_EW_top8","2021",-0.1034,"Modified VaR (95%)","DownsideRisk"
"second_EW_top8","2021",-0.2092,"Modified ES (95%)","DownsideRisk"
"second_EW_top8","2021",0.0447,"daily downside risk","DownsideRiskRatio"
"second_EW_top8","2021",0.7102,"Annualised downside risk","DownsideRiskRatio"
"second_EW_top8","2021",0.02,"Downside potential","DownsideRiskRatio"
"second_EW_top8","2021",1.1945,"Omega","DownsideRiskRatio"
"second_EW_top8","2021",0.0868,"Sortino ratio","DownsideRiskRatio"
"second_EW_top8","2021",0.0239,"Upside potential","DownsideRiskRatio"
"second_EW_top8","2021",0.6135,"Upside potential ratio","DownsideRiskRatio"
"second_EW_top8","2021",0.1945,"Omega-sharpe ratio","DownsideRiskRatio"
"second_EW_bottom8","2021",1.02076974730349,"Total Return","TotalReturn"
"second_EW_bottom8","2021",0.6253,"Annualized Return","AnnualizedReturns"
"second_EW_bottom8","2021",1.0058,"Annualized Std Dev","AnnualizedReturns"
"second_EW_bottom8","2021",0.5987,"Annualized Sharpe (Rf=1.43%)","AnnualizedReturns"
"second_EW_bottom8","2021",0.0634,"daily  Std Dev","Distributions"
"second_EW_bottom8","2021",-0.9204,"Skewness","Distributions"
"second_EW_bottom8","2021",9.5273,"Kurtosis","Distributions"
"second_EW_bottom8","2021",6.5273,"Excess kurtosis","Distributions"
"second_EW_bottom8","2021",-0.928,"Sample skewness","Distributions"
"second_EW_bottom8","2021",6.6342,"Sample excess kurtosis","Distributions"
"second_EW_bottom8","2021",0.0478,"Semi Deviation","DownsideRisk"
"second_EW_bottom8","2021",0.0389,"Gain Deviation","DownsideRisk"
"second_EW_bottom8","2021",0.0518,"Loss Deviation","DownsideRisk"
"second_EW_bottom8","2021",0.046,"Downside Deviation (MAR=0%)","DownsideRisk"
"second_EW_bottom8","2021",0.046,"Downside Deviation (Rf=0%)","DownsideRisk"
"second_EW_bottom8","2021",0.046,"Downside Deviation (0%)","DownsideRisk"
"second_EW_bottom8","2021",0.7717,"Maximum Drawdown","DownsideRisk"
"second_EW_bottom8","2021",-0.0883,"Historical VaR (95%)","DownsideRisk"
"second_EW_bottom8","2021",-0.148,"Historical ES (95%)","DownsideRisk"
"second_EW_bottom8","2021",-0.1072,"Modified VaR (95%)","DownsideRisk"
"second_EW_bottom8","2021",-0.2304,"Modified ES (95%)","DownsideRisk"
"second_EW_bottom8","2021",0.046,"daily downside risk","DownsideRiskRatio"
"second_EW_bottom8","2021",0.7298,"Annualised downside risk","DownsideRiskRatio"
"second_EW_bottom8","2021",0.0204,"Downside potential","DownsideRiskRatio"
"second_EW_bottom8","2021",1.198,"Omega","DownsideRiskRatio"
"second_EW_bottom8","2021",0.088,"Sortino ratio","DownsideRiskRatio"
"second_EW_bottom8","2021",0.0245,"Upside potential","DownsideRiskRatio"
"second_EW_bottom8","2021",0.5887,"Upside potential ratio","DownsideRiskRatio"
"second_EW_bottom8","2021",0.198,"Omega-sharpe ratio","DownsideRiskRatio"
"second_InvInef_top8","2021",0.305696169931323,"Total Return","TotalReturn"
"second_InvInef_top8","2021",0.2022,"Annualized Return","AnnualizedReturns"
"second_InvInef_top8","2021",0.933,"Annualized Std Dev","AnnualizedReturns"
"second_InvInef_top8","2021",0.1984,"Annualized Sharpe (Rf=1.43%)","AnnualizedReturns"
"second_InvInef_top8","2021",0.0588,"daily  Std Dev","Distributions"
"second_InvInef_top8","2021",-1.1625,"Skewness","Distributions"
"second_InvInef_top8","2021",11.0926,"Kurtosis","Distributions"
"second_InvInef_top8","2021",8.0926,"Excess kurtosis","Distributions"
"second_InvInef_top8","2021",-1.1721,"Sample skewness","Distributions"
"second_InvInef_top8","2021",8.2212,"Sample excess kurtosis","Distributions"
"second_InvInef_top8","2021",0.0451,"Semi Deviation","DownsideRisk"
"second_InvInef_top8","2021",0.0348,"Gain Deviation","DownsideRisk"
"second_InvInef_top8","2021",0.0503,"Loss Deviation","DownsideRisk"
"second_InvInef_top8","2021",0.044,"Downside Deviation (MAR=0%)","DownsideRisk"
"second_InvInef_top8","2021",0.044,"Downside Deviation (Rf=0%)","DownsideRisk"
"second_InvInef_top8","2021",0.044,"Downside Deviation (0%)","DownsideRisk"
"second_InvInef_top8","2021",0.7514,"Maximum Drawdown","DownsideRisk"
"second_InvInef_top8","2021",-0.0885,"Historical VaR (95%)","DownsideRisk"
"second_InvInef_top8","2021",-0.1443,"Historical ES (95%)","DownsideRisk"
"second_InvInef_top8","2021",-0.1023,"Modified VaR (95%)","DownsideRisk"
"second_InvInef_top8","2021",-0.2381,"Modified ES (95%)","DownsideRisk"
"second_InvInef_top8","2021",0.044,"daily downside risk","DownsideRiskRatio"
"second_InvInef_top8","2021",0.6983,"Annualised downside risk","DownsideRiskRatio"
"second_InvInef_top8","2021",0.0191,"Downside potential","DownsideRiskRatio"
"second_InvInef_top8","2021",1.1342,"Omega","DownsideRiskRatio"
"second_InvInef_top8","2021",0.0584,"Sortino ratio","DownsideRiskRatio"
"second_InvInef_top8","2021",0.0217,"Upside potential","DownsideRiskRatio"
"second_InvInef_top8","2021",0.5772,"Upside potential ratio","DownsideRiskRatio"
"second_InvInef_top8","2021",0.1342,"Omega-sharpe ratio","DownsideRiskRatio"
"second_InvInef_bottom8","2021",1.1471956271626,"Total Return","TotalReturn"
"second_InvInef_bottom8","2021",0.6948,"Annualized Return","AnnualizedReturns"
"second_InvInef_bottom8","2021",1.0439,"Annualized Std Dev","AnnualizedReturns"
"second_InvInef_bottom8","2021",0.6425,"Annualized Sharpe (Rf=1.43%)","AnnualizedReturns"
"second_InvInef_bottom8","2021",0.0658,"daily  Std Dev","Distributions"
"second_InvInef_bottom8","2021",-0.8933,"Skewness","Distributions"
"second_InvInef_bottom8","2021",9.1923,"Kurtosis","Distributions"
"second_InvInef_bottom8","2021",6.1923,"Excess kurtosis","Distributions"
"second_InvInef_bottom8","2021",-0.9007,"Sample skewness","Distributions"
"second_InvInef_bottom8","2021",6.2946,"Sample excess kurtosis","Distributions"
"second_InvInef_bottom8","2021",0.0496,"Semi Deviation","DownsideRisk"
"second_InvInef_bottom8","2021",0.0402,"Gain Deviation","DownsideRisk"
"second_InvInef_bottom8","2021",0.0531,"Loss Deviation","DownsideRisk"
"second_InvInef_bottom8","2021",0.0475,"Downside Deviation (MAR=0%)","DownsideRisk"
"second_InvInef_bottom8","2021",0.0475,"Downside Deviation (Rf=0%)","DownsideRisk"
"second_InvInef_bottom8","2021",0.0475,"Downside Deviation (0%)","DownsideRisk"
"second_InvInef_bottom8","2021",0.78,"Maximum Drawdown","DownsideRisk"
"second_InvInef_bottom8","2021",-0.0886,"Historical VaR (95%)","DownsideRisk"
"second_InvInef_bottom8","2021",-0.1532,"Historical ES (95%)","DownsideRisk"
"second_InvInef_bottom8","2021",-0.1111,"Modified VaR (95%)","DownsideRisk"
"second_InvInef_bottom8","2021",-0.2344,"Modified ES (95%)","DownsideRisk"
"second_InvInef_bottom8","2021",0.0475,"daily downside risk","DownsideRiskRatio"
"second_InvInef_bottom8","2021",0.7548,"Annualised downside risk","DownsideRiskRatio"
"second_InvInef_bottom8","2021",0.0213,"Downside potential","DownsideRiskRatio"
"second_InvInef_bottom8","2021",1.2054,"Omega","DownsideRiskRatio"
"second_InvInef_bottom8","2021",0.0921,"Sortino ratio","DownsideRiskRatio"
"second_InvInef_bottom8","2021",0.0257,"Upside potential","DownsideRiskRatio"
"second_InvInef_bottom8","2021",0.612,"Upside potential ratio","DownsideRiskRatio"
"second_InvInef_bottom8","2021",0.2054,"Omega-sharpe ratio","DownsideRiskRatio"
