"","BTC","ETH","BNB","XRP","ADA","DOGE","TRX","LTC","BTCH","LINK","XLM","ETC","XRM","FIL","MANA","EOS","KCS","ZEC","WAVES"
"2022_maxSR_index_DEoptim",0.88,0,0,0.002,0.028,0.02,0.004,0.054,0,0,0.006,0,0.002,0,0,0,0.004,0,0
