"","BTC","XRP","DOGE","XLM","FIL","MANA","KCS","WAVES"
"2022_maxSR_less8_ROI",1.32132257365947e-24,0,0.244638837535707,0,0.0377882013553089,0.364671246704129,0.292511629477242,0.060390084927613
