"","third_MVP_top4","third_MVP_bottom4","third_maxSR_top4","third_maxSR_bottom4","third_EW_top4","third_EW_bottom4","third_InvInef_top4","third_InvInef_bottom4"
"Total Return",-0.541241801136854,-0.735771930219286,-0.487065771312947,-0.773598808419358,-0.600942186975802,-0.723292700990191,-0.579788014200469,-0.758197725843615
