"From","Trough","To","Depth","Length","To Trough","Recovery","strategy"
2021-05-07,2021-07-20,NA,-0.7484,240,75,NA,"second_maxSR"
2021-04-17,2021-04-25,2021-05-03,-0.265,17,9,8,"second_maxSR"
2021-02-22,2021-02-28,2021-03-30,-0.2538,37,7,30,"second_maxSR"
2021-01-10,2021-01-21,2021-01-29,-0.1573,20,12,8,"second_maxSR"
2021-02-14,2021-02-16,2021-02-19,-0.0979,6,3,3,"second_maxSR"
