"","third_MVP_top8","third_MVP_bottom8","third_maxSR_top8","third_maxSR_bottom8","third_EW_top8","third_EW_bottom8","third_InvInef_top8","third_InvInef_bottom8"
"Total Return",-0.563689592897607,-0.647999259133131,-0.61744034892885,-0.723645529343347,-0.619761994690995,-0.717866770422283,-0.563125666875695,-0.674394558955685
