"","second_MVP_top4","second_MVP_bottom4","second_maxSR_top4","second_maxSR_bottom4","second_EW_top4","second_EW_bottom4","second_InvInef_top4","second_InvInef_bottom4"
"Total Return",1.81421572679683,0.628796067051349,2.22786155379473,0.1219202442308,2.29456537589658,0.405786633920015,2.80385803917934,0.612149494804682
